FactSales[TransactionID];FactSales[SellerID];FactSales[CustomerID];FactSales[Invoice];FactSales[SKUID];FactSales[Quantity];FactSales[UnitaryPrice];FactSales[TaxRate];FactSales[invoice_Hora];FactSales[Invoice_Min]
124557;181;212;103156;583;8;13;15;15;5
126818;181;612;104028;617;8;13;15;23;48
127114;181;218;104129;549;8;13;15;11;57
127909;181;159;104438;608;8;13;15;9;27
128257;181;240;104567;606;8;13;15;11;13
129245;181;269;104934;547;8;13;15;13;1
129562;181;365;105051;601;8;13;15;22;19
130287;181;627;105341;560;8;13;15;20;43
131051;181;452;105656;568;8;13;15;12;23
133171;181;160;106453;543;8;13;15;17;56
133642;181;348;106645;578;8;13;15;12;29
136751;181;121;107886;614;8;13;15;13;35
139787;181;149;109124;586;8;13;15;13;24
143263;181;452;110518;568;8;13;15;10;0
146901;181;690;111883;589;8;13;15;17;55
148728;181;303;112625;547;8;13;15;19;28
154806;181;148;115049;549;8;13;15;13;46
20721;187;211;62551;539;8;13;15;11;31
20725;187;262;62553;572;8;13;15;19;13
21559;187;457;62888;570;8;13;15;21;42
22740;187;188;63383;548;8;13;15;11;2
22761;187;696;63392;557;8;13;15;12;36
22916;187;665;63455;570;8;13;15;14;11
24442;187;168;64041;543;8;13;15;21;27
42195;187;457;70812;583;8;13;15;19;46
43578;187;457;71348;583;8;13;15;11;12
45387;187;457;72032;608;8;13;15;17;48
24159;187;209;63927;578;8;13;15;13;8
36093;187;457;68528;583;8;13;15;9;54
40451;187;457;70167;578;8;13;15;22;24
43298;187;457;71255;563;8;13;15;17;5
53050;187;457;75023;570;8;13;15;16;53
54990;187;271;75830;554;8;13;15;12;39
41312;187;457;70483;545;8;13;15;15;30
28299;187;457;65503;580;8;13;15;14;39
30364;187;457;66292;549;8;13;15;19;49
30726;187;457;66417;611;8;13;15;18;42
41867;187;211;70699;614;8;13;15;10;43
55668;187;457;76060;545;8;13;15;23;17
28823;187;457;65701;589;8;13;15;19;42
29272;187;696;65874;589;8;13;15;14;16
31651;187;457;66770;595;8;13;15;14;59
29783;187;357;66082;553;8;13;15;17;57
31402;187;168;66672;588;8;13;15;16;36
31784;187;457;66837;616;8;13;15;9;52
32325;187;634;67051;576;8;13;15;22;19
32528;187;211;67137;592;8;13;15;19;51
35532;187;457;68316;613;8;13;15;22;2
36547;187;457;68707;553;8;13;15;20;57
38846;187;354;69575;568;8;13;15;18;49
40090;187;389;70040;601;8;13;15;22;38
40438;187;188;70164;576;8;13;15;11;27
40449;187;360;70165;602;8;13;15;14;28
43911;187;369;71464;580;8;13;15;21;51
44018;187;209;71504;553;8;13;15;13;57
45097;187;360;71928;606;8;13;15;19;15
47717;187;632;72946;568;8;13;15;16;55
48858;187;640;73397;543;8;13;15;14;38
49540;187;457;73667;602;8;13;15;19;15
52175;187;457;74658;547;8;13;15;22;24
52372;187;316;74743;557;8;13;15;17;38
52510;187;696;74800;602;8;13;15;9;17
53444;187;267;75193;560;8;13;15;14;1
54061;187;457;75456;586;8;13;15;18;6
54064;187;615;75457;611;8;13;15;23;40
55020;187;665;75834;570;8;13;15;20;45
55369;187;168;75952;549;8;13;15;13;28
57377;187;262;76694;545;8;13;15;23;56
57379;187;262;76694;606;8;13;15;23;56
57392;187;316;76697;606;8;13;15;19;13
59324;187;457;77463;568;8;13;15;23;9
59339;187;457;77463;572;8;13;15;23;9
60571;187;188;77961;595;8;13;15;21;40
61306;187;457;78272;601;8;13;15;16;42
62400;187;457;78678;539;8;13;15;22;1
62770;187;665;78830;572;8;13;15;13;20
63015;187;166;78923;572;8;13;15;15;32
63538;187;188;79125;586;8;13;15;21;32
63551;187;360;79130;603;8;13;15;12;11
64981;187;457;79718;586;8;13;15;12;41
65885;187;400;80092;586;8;13;15;19;18
66646;187;457;80373;617;8;13;15;22;5
66649;187;457;80373;603;8;13;15;22;5
68344;187;369;81061;580;8;13;15;12;12
68354;187;457;81064;580;8;13;15;10;57
68597;187;156;81157;545;8;13;15;9;57
69012;187;168;81321;588;8;13;15;16;14
69026;187;360;81328;573;8;13;15;10;1
69658;187;696;81578;578;8;13;15;21;9
70231;187;457;81785;589;8;13;15;10;13
70615;187;331;81934;549;8;13;15;12;31
71376;187;395;82249;603;8;13;15;13;56
72190;187;214;82581;595;8;13;15;13;29
72501;187;166;82696;541;8;13;15;9;38
73388;187;188;83060;549;8;13;15;18;32
73893;187;457;83247;616;8;13;15;22;5
75934;187;388;84028;617;8;13;15;21;56
76978;187;369;84425;573;8;13;15;20;47
77106;187;457;84482;578;8;13;15;20;47
77408;187;457;84600;617;8;13;15;16;17
77412;187;457;84600;601;8;13;15;16;17
77427;187;665;84602;573;8;13;15;15;8
77787;187;457;84732;568;8;13;15;23;23
79385;187;457;85369;536;8;13;15;20;7
79852;187;457;85567;563;8;13;15;14;2
80227;187;457;85711;588;8;13;15;21;50
82232;187;389;86504;548;8;13;15;21;5
85341;187;211;87717;592;8;13;15;21;54
85603;187;457;87817;617;8;13;15;12;44
86648;187;640;88247;586;8;13;15;21;9
87113;187;354;88437;547;8;13;15;9;4
88705;187;389;89060;578;8;13;15;9;51
88710;187;457;89062;608;8;13;15;19;52
89456;187;262;89352;604;8;13;15;21;19
89458;187;457;89354;601;8;13;15;23;47
91192;187;369;90027;611;8;13;15;16;44
91980;187;168;90333;557;8;13;15;11;28
92306;187;457;90458;545;8;13;15;22;0
92587;187;615;90576;614;8;13;15;19;52
93199;187;262;90808;560;8;13;15;9;43
93904;187;665;91091;553;8;13;15;10;44
94682;187;316;91376;570;8;13;15;23;35
94685;187;388;91378;611;8;13;15;9;27
94692;187;665;91380;603;8;13;15;19;56
96099;187;457;91947;545;8;13;15;16;46
98649;187;166;92997;539;8;13;15;19;16
98651;187;166;92997;559;8;13;15;19;16
99182;187;357;93239;617;8;13;15;20;51
99884;187;457;93539;568;8;13;15;17;5
100633;187;457;93824;548;8;13;15;18;57
101294;187;168;94083;592;8;13;15;18;30
101507;187;357;94181;559;8;13;15;16;47
101854;187;167;94314;603;8;13;15;12;29
104261;187;695;95243;549;8;13;15;22;54
105084;187;188;95586;608;8;13;15;12;54
106627;187;640;96187;543;8;13;15;15;31
107480;187;457;96504;560;8;13;15;21;44
108353;187;640;96820;573;8;13;15;23;40
111387;187;331;98017;570;8;13;15;13;44
113444;187;211;98840;568;8;13;15;14;14
116033;187;665;99832;580;8;13;15;10;25
119249;187;271;101079;568;8;13;15;13;17
122991;187;457;102505;547;8;13;15;18;0
124083;187;615;102957;611;8;13;15;9;47
124274;187;267;103044;560;8;13;15;20;4
124484;187;457;103130;570;8;13;15;18;32
124922;187;271;103287;554;8;13;15;12;10
127161;187;457;104148;545;8;13;15;12;47
127762;187;262;104375;545;8;13;15;15;14
134345;187;166;106936;572;8;13;15;11;9
134676;187;457;107064;586;8;13;15;16;44
136552;187;400;107807;586;8;13;15;15;13
139036;187;360;108826;573;8;13;15;21;56
139256;187;369;108913;580;8;13;15;21;25
139266;187;457;108916;580;8;13;15;13;25
140446;187;331;109364;549;8;13;15;14;57
147431;187;665;112104;573;8;13;15;21;40
147949;187;457;112316;578;8;13;15;16;4
21124;164;461;62720;573;8;13;15;16;55
44802;164;467;71809;573;8;13;15;11;33
47608;164;467;72904;580;8;13;15;20;48
24640;164;461;64105;583;8;13;15;20;2
21854;164;235;63017;566;8;13;15;19;4
22063;164;170;63091;589;8;13;15;17;58
22074;164;467;63095;560;8;13;15;21;59
22453;164;461;63270;566;8;13;15;22;12
22459;164;467;63271;617;8;13;15;23;28
22880;164;461;63440;578;8;13;15;15;44
23314;164;162;63618;616;8;13;15;21;5
23327;164;642;63621;568;8;13;15;20;1
24270;164;461;63965;573;8;13;15;14;12
24406;164;162;64025;602;8;13;15;23;13
46568;164;461;72497;543;8;13;15;20;37
48468;164;171;73249;601;8;13;15;16;41
49261;164;461;73557;545;8;13;15;14;10
25973;164;130;64582;554;8;13;15;11;34
51812;164;235;74522;549;8;13;15;19;57
51817;164;257;74524;608;8;13;15;12;33
51829;164;642;74529;560;8;13;15;19;45
27381;164;628;65157;592;8;13;15;18;1
28194;164;461;65462;580;8;13;15;14;55
33728;164;461;67612;595;8;13;15;23;34
36963;164;467;68852;566;8;13;15;9;36
42715;164;162;71018;555;8;13;15;11;56
51833;164;689;74530;614;8;13;15;15;49
55555;164;126;76016;557;8;13;15;17;10
28734;164;467;65668;545;8;13;15;15;54
34507;164;145;67900;543;8;13;15;23;0
37622;164;467;69100;539;8;13;15;15;49
29426;164;467;65923;606;8;13;15;11;49
33505;164;327;67525;595;8;13;15;21;51
33720;164;257;67610;553;8;13;15;20;18
35949;164;327;68473;566;8;13;15;16;26
36420;164;467;68658;541;8;13;15;15;26
39030;164;228;69648;613;8;13;15;12;10
40287;164;461;70111;573;8;13;15;23;46
40293;164;461;70111;589;8;13;15;23;46
41213;164;467;70440;541;8;13;15;13;5
41456;164;235;70546;611;8;13;15;22;29
42078;164;327;70770;588;8;13;15;13;37
42721;164;461;71020;614;8;13;15;20;26
42722;164;461;71020;580;8;13;15;20;26
43807;164;605;71424;617;8;13;15;14;27
43985;164;342;71490;552;8;13;15;18;29
45249;164;133;71986;570;8;13;15;16;59
46015;164;467;72294;595;8;13;15;22;40
50522;164;162;74025;543;8;13;15;22;46
51517;164;642;74418;578;8;13;15;16;18
51521;164;662;74420;547;8;13;15;12;28
52974;164;283;74989;559;8;13;15;10;6
52986;164;461;74991;604;8;13;15;20;0
54181;164;386;75515;614;8;13;15;14;11
54319;164;130;75583;578;8;13;15;12;22
55567;164;145;76018;613;8;13;15;20;49
55568;164;173;76020;543;8;13;15;21;1
57892;164;461;76876;543;8;13;15;13;46
59253;164;461;77435;570;8;13;15;12;32
59627;164;461;77577;548;8;13;15;21;52
60172;164;461;77812;560;8;13;15;17;23
60833;164;461;78066;568;8;13;15;22;0
61207;164;235;78234;559;8;13;15;10;2
62010;164;467;78533;616;8;13;15;21;52
62287;164;467;78634;554;8;13;15;17;18
62935;164;461;78894;555;8;13;15;17;25
63191;164;386;78989;545;8;13;15;10;1
63429;164;126;79086;545;8;13;15;9;47
64399;164;145;79495;617;8;13;15;10;9
64409;164;642;79500;545;8;13;15;13;19
64413;164;683;79502;545;8;13;15;19;42
66796;164;467;80421;557;8;13;15;19;56
67073;164;228;80527;606;8;13;15;9;23
68073;164;467;80943;548;8;13;15;11;16
69225;164;461;81417;613;8;13;15;21;17
69233;164;467;81419;543;8;13;15;13;28
70062;164;283;81732;545;8;13;15;18;57
70714;164;328;81981;578;8;13;15;21;13
72805;164;328;82824;589;8;13;15;18;17
73258;164;376;83005;583;8;13;15;18;36
73977;164;150;83282;554;8;13;15;11;14
74268;164;327;83385;576;8;13;15;23;0
74840;164;467;83607;548;8;13;15;16;25
75114;164;467;83712;566;8;13;15;14;33
76583;164;342;84297;613;8;13;15;20;25
76881;164;461;84393;560;8;13;15;20;13
77313;164;609;84562;547;8;13;15;15;18
77652;164;170;84679;545;8;13;15;11;54
77961;164;173;84800;606;8;13;15;23;9
78852;164;467;85154;555;8;13;15;19;14
78855;164;605;85155;598;8;13;15;10;55
79503;164;461;85423;559;8;13;15;18;1
80356;164;467;85758;583;8;13;15;23;15
80672;164;327;85861;589;8;13;15;17;36
81103;164;328;86037;536;8;13;15;19;44
81965;164;327;86389;572;8;13;15;11;26
81967;164;461;86391;543;8;13;15;12;35
82403;164;681;86570;559;8;13;15;17;27
83460;164;467;86994;555;8;13;15;14;29
83781;164;467;87107;541;8;13;15;13;2
83782;164;467;87107;586;8;13;15;13;2
83788;164;681;87110;547;8;13;15;22;11
84514;164;162;87404;545;8;13;15;15;3
84539;164;461;87410;548;8;13;15;16;23
87640;164;467;88629;576;8;13;15;13;45
89366;164;467;89317;563;8;13;15;13;24
89572;164;689;89396;614;8;13;15;15;41
89786;164;386;89480;602;8;13;15;9;54
90488;164;327;89764;539;8;13;15;23;39
91070;164;145;89984;553;8;13;15;11;40
91399;164;171;90109;601;8;13;15;12;45
92197;164;461;90420;566;8;13;15;14;42
92485;164;683;90535;617;8;13;15;22;36
94076;164;461;91149;559;8;13;15;20;12
94319;164;126;91244;547;8;13;15;12;48
94560;164;283;91323;608;8;13;15;13;56
94578;164;467;91327;601;8;13;15;23;39
95934;164;461;91883;557;8;13;15;15;45
96060;164;150;91931;576;8;13;15;18;27
96702;164;350;92189;553;8;13;15;9;48
97616;164;386;92576;545;8;13;15;16;25
99979;164;328;93581;604;8;13;15;14;7
101202;164;376;94047;541;8;13;15;16;23
102831;164;171;94688;601;8;13;15;17;54
103332;164;307;94897;563;8;13;15;20;53
103713;164;467;95030;604;8;13;15;20;20
103720;164;467;95030;576;8;13;15;20;20
103943;164;467;95123;606;8;13;15;12;49
104120;164;171;95195;541;8;13;15;19;9
104591;164;461;95378;557;8;13;15;11;18
105855;164;173;95904;557;8;13;15;17;2
106938;164;378;96312;576;8;13;15;23;30
109071;164;342;97105;613;8;13;15;22;55
109967;164;307;97464;553;8;13;15;18;14
110572;164;173;97697;616;8;13;15;18;50
111542;164;257;98075;549;8;13;15;23;38
111571;164;651;98082;578;8;13;15;10;52
111573;164;651;98082;559;8;13;15;10;52
112456;164;467;98430;572;8;13;15;11;56
113339;164;283;98804;601;8;13;15;17;17
113342;164;283;98804;554;8;13;15;17;17
114019;164;628;99062;603;8;13;15;10;45
21297;127;468;62795;603;8;13;15;13;22
23841;127;468;63799;553;8;13;15;20;25
40956;127;468;70347;552;8;13;15;18;59
47768;127;468;72968;583;8;13;15;16;33
48087;127;658;73096;578;8;13;15;13;53
21285;127;356;62791;588;8;13;15;14;14
21979;127;397;63063;566;8;13;15;14;22
21981;127;397;63063;614;8;13;15;14;22
22228;127;468;63164;547;8;13;15;17;37
23495;127;181;63683;576;8;13;15;13;45
23829;127;323;63795;552;8;13;15;21;40
23858;127;489;63801;578;8;13;15;9;43
25179;127;373;64297;588;8;13;15;9;16
25183;127;468;64298;613;8;13;15;20;21
40791;127;177;70281;552;8;13;15;23;46
45449;127;468;72052;603;8;13;15;21;34
26092;127;238;64627;603;8;13;15;16;28
28906;127;489;65727;559;8;13;15;23;23
29805;127;203;66093;568;8;13;15;11;15
33083;127;277;67364;589;8;13;15;21;19
37794;127;468;69169;545;8;13;15;12;56
42611;127;268;70972;554;8;13;15;14;13
29314;127;288;65890;559;8;13;15;20;2
29705;127;489;66047;554;8;13;15;14;40
38923;127;380;69604;604;8;13;15;10;9
46704;127;654;72549;617;8;13;15;9;52
30969;127;329;66504;543;8;13;15;20;38
32562;127;700;67154;588;8;13;15;9;2
34378;127;238;67851;604;8;13;15;21;18
34402;127;645;67860;578;8;13;15;11;14
34874;127;468;68042;611;8;13;15;21;35
35141;127;254;68136;563;8;13;15;14;21
35811;127;181;68423;598;8;13;15;18;46
35817;127;288;68425;541;8;13;15;19;2
35827;127;381;68430;553;8;13;15;21;58
36147;127;675;68545;570;8;13;15;15;41
36807;127;468;68796;572;8;13;15;13;28
37504;127;353;69063;617;8;13;15;17;29
39916;127;621;69974;583;8;13;15;16;49
40145;127;268;70061;583;8;13;15;14;0
40516;127;402;70187;588;8;13;15;10;37
41045;127;279;70380;536;8;13;15;13;11
43939;127;468;71475;549;8;13;15;9;20
45146;127;356;71943;545;8;13;15;9;57
45165;127;611;71949;557;8;13;15;17;28
45889;127;373;72248;586;8;13;15;22;58
47001;127;353;72676;566;8;13;15;19;56
48068;127;380;73088;606;8;13;15;17;16
49131;127;215;73506;589;8;13;15;22;51
50194;127;645;73905;572;8;13;15;12;49
51144;127;468;74265;536;8;13;15;13;8
51399;127;164;74370;583;8;13;15;17;19
51409;127;397;74374;592;8;13;15;12;15
51672;127;203;74475;553;8;13;15;19;9
52531;127;177;74811;603;8;13;15;18;6
52553;127;468;74818;603;8;13;15;12;38
54107;127;472;75481;613;8;13;15;19;45
55924;127;468;76159;547;8;13;15;18;4
55939;127;645;76163;559;8;13;15;21;16
56262;127;496;76273;595;8;13;15;9;13
56544;127;238;76388;536;8;13;15;20;52
56556;127;654;76396;589;8;13;15;15;24
57100;127;472;76601;576;8;13;15;19;42
57797;127;238;76846;552;8;13;15;16;8
58385;127;645;77084;554;8;13;15;18;16
58565;127;472;77167;545;8;13;15;12;57
58928;127;288;77297;583;8;13;15;14;7
59815;127;379;77658;568;8;13;15;17;32
59821;127;402;77661;604;8;13;15;21;10
60113;127;381;77782;554;8;13;15;16;51
60298;127;381;77864;608;8;13;15;17;22
60940;127;237;78119;602;8;13;15;11;29
61063;127;203;78174;604;8;13;15;12;3
61075;127;279;78177;595;8;13;15;22;48
62431;127;189;78690;617;8;13;15;14;43
63092;127;294;78950;611;8;13;15;17;57
63328;127;243;79043;608;8;13;15;13;30
63341;127;611;79050;557;8;13;15;9;56
63344;127;654;79052;545;8;13;15;13;40
63785;127;397;79246;554;8;13;15;13;8
64235;127;177;79428;588;8;13;15;10;51
64237;127;181;79430;595;8;13;15;20;58
64258;127;379;79441;570;8;13;15;17;19
66262;127;402;80235;570;8;13;15;9;44
66434;127;621;80290;608;8;13;15;20;0
66690;127;177;80391;563;8;13;15;20;29
66705;127;323;80396;604;8;13;15;21;39
67273;127;165;80602;606;8;13;15;14;31
68165;127;353;80982;586;8;13;15;22;4
68649;127;181;81177;586;8;13;15;9;19
69068;127;215;81352;608;8;13;15;21;35
69428;127;379;81490;613;8;13;15;20;56
71432;127;329;82271;617;8;13;15;23;29
72253;127;238;82603;560;8;13;15;20;4
72263;127;353;82608;611;8;13;15;20;28
72708;127;468;82786;608;8;13;15;18;45
72914;127;654;82871;583;8;13;15;16;42
73939;127;645;83263;563;8;13;15;18;24
74099;127;279;83331;598;8;13;15;10;47
74133;127;489;83343;568;8;13;15;11;50
74512;127;294;83473;589;8;13;15;17;31
75849;127;468;83986;573;8;13;15;22;27
75959;127;205;84040;603;8;13;15;14;38
75969;127;268;84042;578;8;13;15;13;0
76713;127;396;84341;604;8;13;15;21;59
76736;127;614;84349;580;8;13;15;23;48
77862;127;254;84762;545;8;13;15;12;9
78123;127;353;84861;570;8;13;15;16;30
79639;127;397;85489;543;8;13;15;10;37
79883;127;356;85576;586;8;13;15;22;3
79893;127;675;85581;545;8;13;15;15;9
80478;127;356;85804;578;8;13;15;11;31
81206;127;468;86075;604;8;13;15;12;55
82285;127;279;86526;572;8;13;15;23;9
82286;127;296;86527;539;8;13;15;10;54
82289;127;379;86528;553;8;13;15;20;50
83032;127;621;86819;548;8;13;15;10;20
84368;127;489;87346;586;8;13;15;9;56
86932;127;472;88373;543;8;13;15;23;29
87899;127;468;88724;614;8;13;15;21;2
88997;127;164;89164;552;8;13;15;11;58
89482;127;468;89366;606;8;13;15;12;8
89485;127;468;89366;573;8;13;15;12;8
90696;127;489;89844;602;8;13;15;15;58
92039;127;381;90358;547;8;13;15;11;4
92632;127;381;90597;604;8;13;15;18;7
92658;127;611;90604;603;8;13;15;12;38
93011;127;472;90738;598;8;13;15;11;27
93262;127;468;90836;548;8;13;15;9;25
95556;127;468;91729;563;8;13;15;22;14
96557;127;329;92135;614;8;13;15;21;57
97061;127;468;92340;580;8;13;15;23;21
97390;127;468;92488;573;8;13;15;14;50
97537;127;277;92544;563;8;13;15;15;16
97735;127;379;92625;566;8;13;15;20;12
97923;127;468;92697;613;8;13;15;12;56
98422;127;472;92913;604;8;13;15;10;32
99605;127;468;93426;613;8;13;15;12;22
99930;127;468;93560;545;8;13;15;15;14
100322;127;496;93704;592;8;13;15;18;32
100677;127;396;93836;566;8;13;15;18;44
101337;127;380;94104;573;8;13;15;17;43
101561;127;203;94201;601;8;13;15;20;50
102020;127;323;94367;602;8;13;15;21;43
102057;127;621;94375;559;8;13;15;9;9
103009;127;165;94754;548;8;13;15;23;48
103021;127;353;94757;604;8;13;15;20;52
103263;127;468;94860;602;8;13;15;16;37
105113;127;645;95601;616;8;13;15;17;17
105974;127;353;95955;617;8;13;15;15;12
105996;127;468;95960;549;8;13;15;12;45
107036;127;323;96347;580;8;13;15;22;35
107161;127;468;96400;595;8;13;15;21;48
107853;127;621;96628;617;8;13;15;22;3
110055;127;203;97508;548;8;13;15;14;26
110060;127;238;97509;563;8;13;15;14;14
110260;127;472;97588;608;8;13;15;9;26
112105;127;468;98286;588;8;13;15;12;11
112350;127;654;98392;557;8;13;15;16;40
20508;127;468;62466;614;9;13;15;19;0
26093;127;468;64629;536;9;13;15;23;17
54256;127;468;75554;543;9;13;15;9;31
30964;127;203;66502;573;9;13;15;10;8
30968;127;203;66502;601;9;13;15;10;8
43648;127;397;71374;555;9;13;15;12;2
48083;127;621;73094;547;9;13;15;15;20
53293;127;396;75121;559;9;13;15;11;39
53481;127;164;75211;557;9;13;15;15;13
55218;127;489;75898;578;9;13;15;9;24
20777;127;700;62574;608;9;13;15;20;9
23193;127;645;63577;552;9;13;15;18;40
25186;127;468;64298;563;9;13;15;20;21
25501;127;472;64409;545;9;13;15;22;7
31820;127;468;66854;573;9;13;15;20;44
41585;127;356;70600;570;9;13;15;23;51
41964;127;621;70731;547;9;13;15;20;0
47251;127;700;72769;557;9;13;15;20;33
50192;127;468;73904;576;9;13;15;18;36
53841;127;165;75356;563;9;13;15;16;18
55443;127;323;75977;611;9;13;15;13;43
30057;127;489;66178;608;9;13;15;17;5
53487;127;181;75213;614;9;13;15;11;10
26340;127;468;64713;586;9;13;15;20;58
26551;127;397;64802;614;9;13;15;22;23
27296;127;468;65114;563;9;13;15;15;32
27453;127;396;65189;583;9;13;15;23;1
28478;127;675;65577;541;9;13;15;14;28
28633;127;254;65632;536;9;13;15;13;15
28644;127;340;65636;611;9;13;15;9;52
28902;127;468;65726;547;9;13;15;15;41
28903;127;489;65727;566;9;13;15;23;23
28911;127;621;65729;586;9;13;15;11;30
29806;127;203;66093;576;9;13;15;11;15
31292;127;340;66629;566;9;13;15;9;53
31459;127;614;66698;603;9;13;15;9;40
32677;127;353;67200;601;9;13;15;16;44
33082;127;277;67364;614;9;13;15;21;19
35440;127;268;68268;541;9;13;15;21;12
35570;127;177;68331;545;9;13;15;9;54
36143;127;203;68541;547;9;13;15;18;34
36805;127;379;68794;583;9;13;15;23;50
37117;127;654;68904;548;9;13;15;10;14
37319;127;294;68985;592;9;13;15;13;58
37320;127;294;68985;566;9;13;15;13;58
37782;127;288;69164;547;9;13;15;16;8
37795;127;468;69169;543;9;13;15;12;56
38400;127;614;69404;570;9;13;15;21;45
38656;127;353;69503;601;9;13;15;17;11
41063;127;611;70389;616;9;13;15;21;53
41360;127;329;70505;583;9;13;15;9;49
41363;127;396;70508;595;9;13;15;18;17
41583;127;353;70599;572;9;13;15;9;30
42246;127;189;70828;588;9;13;15;16;36
42612;127;268;70972;580;9;13;15;14;13
43084;127;621;71159;583;9;13;15;12;7
44074;127;468;71524;592;9;13;15;14;51
45567;127;380;72110;554;9;13;15;11;56
46467;127;489;72463;566;9;13;15;13;12
46990;127;189;72674;543;9;13;15;22;43
47236;127;215;72765;559;9;13;15;19;30
48061;127;296;73084;572;9;13;15;21;44
48079;127;496;73093;536;9;13;15;21;2
49143;127;468;73512;547;9;13;15;17;31
49877;127;181;73790;583;9;13;15;17;30
50406;127;654;73992;578;9;13;15;9;15
51119;127;177;74256;617;9;13;15;20;41
51991;127;296;74583;573;9;13;15;23;36
53117;127;468;75048;606;9;13;15;15;50
54445;127;489;75639;570;9;13;15;22;24
55062;127;496;75851;602;9;13;15;13;14
55444;127;379;75978;543;9;13;15;9;12
55701;127;238;76075;613;9;13;15;10;37
55703;127;238;76075;601;9;13;15;10;37
57443;127;279;76723;549;9;13;15;16;41
57792;127;164;76843;604;9;13;15;21;53
57801;127;353;76848;543;9;13;15;20;7
57802;127;353;76848;592;9;13;15;20;7
58172;127;189;76988;595;9;13;15;17;15
58908;127;164;77292;549;9;13;15;22;23
58910;127;215;77293;603;9;13;15;23;40
58932;127;468;77298;589;9;13;15;20;0
59512;127;215;77537;536;9;13;15;10;22
59528;127;468;77542;552;9;13;15;19;22
60287;127;164;77858;572;9;13;15;14;49
60639;127;181;77986;543;9;13;15;20;20
62536;127;254;78733;559;9;13;15;20;27
62837;127;621;78862;573;9;13;15;10;12
63796;127;614;79249;601;9;13;15;11;49
64276;127;675;79447;606;9;13;15;17;32
64774;127;654;79638;616;9;13;15;14;39
65561;127;468;79958;560;9;13;15;12;11
65570;127;489;79960;608;9;13;15;10;23
65691;127;329;80014;606;9;13;15;16;54
65964;127;468;80113;617;9;13;15;19;40
66692;127;177;80391;573;9;13;15;20;29
66901;127;323;80459;601;9;13;15;23;55
66903;127;380;80460;570;9;13;15;20;50
66915;127;645;80465;536;9;13;15;11;17
67592;127;468;80731;554;9;13;15;10;39
67683;127;353;80771;592;9;13;15;20;14
67691;127;468;80773;555;9;13;15;18;51
67695;127;472;80775;603;9;13;15;9;44
69093;127;621;81362;573;9;13;15;17;13
70842;127;468;82039;541;9;13;15;13;11
72246;127;205;82602;553;9;13;15;23;45
73455;127;468;83079;617;9;13;15;20;28
74109;127;323;83336;580;9;13;15;12;39
74769;127;611;83578;570;9;13;15;18;46
75597;127;675;83890;568;9;13;15;14;29
76700;127;181;84337;580;9;13;15;16;37
76724;127;489;84345;576;9;13;15;12;44
78634;127;288;85079;613;9;13;15;10;30
79023;127;468;85223;547;9;13;15;14;52
79642;127;397;85489;580;9;13;15;10;37
81644;127;164;86244;592;9;13;15;12;18
82771;127;654;86715;614;9;13;15;20;9
83154;127;397;86872;578;9;13;15;11;28
83323;127;296;86939;586;9;13;15;11;38
84043;127;205;87217;572;9;13;15;14;0
84055;127;468;87219;555;9;13;15;16;47
85194;127;472;87651;548;9;13;15;16;43
85453;127;294;87750;598;9;13;15;12;8
86436;127;203;88157;580;9;13;15;14;45
88734;127;177;89073;560;9;13;15;21;32
88743;127;329;89076;589;9;13;15;12;5
88746;127;468;89078;543;9;13;15;23;35
89477;127;268;89362;545;9;13;15;11;10
90095;127;238;89603;553;9;13;15;20;42
90923;127;277;89932;602;9;13;15;21;18
91577;127;181;90173;559;9;13;15;23;47
92042;127;468;90359;555;9;13;15;13;40
92359;127;356;90484;608;9;13;15;9;45
92627;127;268;90593;616;9;13;15;9;2
92653;127;489;90603;536;9;13;15;10;12
93785;127;379;91039;560;9;13;15;16;15
94827;127;373;91440;614;9;13;15;20;29
95110;127;489;91559;554;9;13;15;21;48
95112;127;489;91559;566;9;13;15;21;48
95789;127;164;91830;589;9;13;15;11;9
96126;127;277;91960;580;9;13;15;10;7
96324;127;254;92041;606;9;13;15;11;17
97256;127;181;92418;580;9;13;15;20;53
97736;127;379;92625;616;9;13;15;20;12
101340;127;381;94106;555;9;13;15;18;9
101911;127;472;94328;555;9;13;15;11;12
102700;127;468;94635;563;9;13;15;14;36
103877;127;397;95093;606;9;13;15;11;3
103885;127;468;95094;553;9;13;15;16;57
104508;127;329;95351;604;9;13;15;10;41
105966;127;238;95952;586;9;13;15;15;7
105977;127;356;95957;559;9;13;15;18;2
106318;127;237;96081;583;9;13;15;18;42
106324;127;329;96085;572;9;13;15;12;23
106668;127;356;96204;616;9;13;15;13;34
108678;127;472;96947;545;9;13;15;19;51
108683;127;472;96947;589;9;13;15;19;51
109211;127;611;97162;572;9;13;15;13;17
109367;127;238;97222;592;9;13;15;12;12
109382;127;472;97226;568;9;13;15;16;49
110070;127;468;97513;578;9;13;15;22;2
110257;127;468;97587;608;9;13;15;23;26
111449;127;468;98043;554;9;13;15;10;59
111742;127;654;98155;614;9;13;15;18;1
112341;127;472;98389;589;9;13;15;12;12
112344;127;472;98389;560;9;13;15;12;12
112914;127;323;98632;545;9;13;15;10;56
113202;127;189;98754;549;9;13;15;16;15
113884;127;373;99014;573;9;13;15;11;26
113910;127;472;99020;549;9;13;15;17;4
20628;164;283;62508;539;9;13;15;16;58
20637;164;461;62511;560;9;13;15;9;31
